symbol,name,fiscal_year,current_price,analyst_tp,analyst_low,analyst_high,consensus,last_updated,price,eps,pe,roe,bvps,debt_assets,ocfps,fcfps,revps,divps
AVGO,Broadcom,2025,215.0,451.89,300.0,582.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,215.0,4.77,45.07,28.9,18.0,0.72,13.5,12.8,29.0,2.36
AXP,American Express,2015,319.0,362.0,285.0,450.0,Hold,2026-05-30T12:35:17.805760+00:00,69.0,5.05,13.66,26.0,19.0,0.65,8.0,7.0,45.0,1.15
AXP,American Express,2016,319.0,362.0,285.0,450.0,Hold,2026-05-30T12:35:17.805760+00:00,64.0,5.65,11.33,28.5,19.0,0.65,9.0,8.0,46.0,1.22
AXP,American Express,2017,319.0,362.0,285.0,450.0,Hold,2026-05-30T12:35:17.805760+00:00,99.0,5.87,16.87,30.0,20.0,0.65,9.5,8.5,48.0,1.28
AXP,American Express,2018,319.0,362.0,285.0,450.0,Hold,2026-05-30T12:35:17.805760+00:00,95.5,7.33,13.03,35.0,20.5,0.64,10.5,9.5,53.0,1.37
AXP,American Express,2019,319.0,362.0,285.0,450.0,Hold,2026-05-30T12:35:17.805760+00:00,125.8,7.99,15.74,32.0,24.0,0.63,11.5,10.5,57.0,1.56
AXP,American Express,2020,319.0,362.0,285.0,450.0,Hold,2026-05-30T12:35:17.805760+00:00,117.7,3.77,31.22,15.0,24.5,0.64,6.5,5.8,46.5,1.56
AXP,American Express,2021,319.0,362.0,285.0,450.0,Hold,2026-05-30T12:35:17.805760+00:00,183.4,8.84,20.75,35.0,26.0,0.64,13.0,12.0,56.0,1.72
AXP,American Express,2022,319.0,362.0,285.0,450.0,Hold,2026-05-30T12:35:17.805760+00:00,153.9,10.04,15.33,38.0,26.5,0.63,14.0,13.0,66.0,2.08
AXP,American Express,2023,319.0,362.0,285.0,450.0,Hold,2026-05-30T12:35:17.805760+00:00,188.2,11.21,16.79,36.0,30.0,0.62,15.5,14.5,72.0,2.4
AXP,American Express,2024,319.0,362.0,285.0,450.0,Hold,2026-05-30T12:35:17.805760+00:00,290.5,14.01,20.74,34.0,37.5,0.62,18.0,17.0,82.0,2.8
AXP,American Express,2025,319.0,362.0,285.0,450.0,Hold,2026-05-30T12:35:17.805760+00:00,330.5,15.38,21.49,34.5,43.0,0.61,18.5,17.5,90.0,3.16
BAC,Bank of America,2015,49.5,52.0,36.0,62.0,Buy,2026-05-30T12:35:17.805760+00:00,16.8,1.31,12.82,5.5,24.0,0.61,,,21.0,0.15
BAC,Bank of America,2016,49.5,52.0,36.0,62.0,Buy,2026-05-30T12:35:17.805760+00:00,22.9,1.5,15.27,6.5,24.5,0.6,,,21.5,0.25
BAC,Bank of America,2017,49.5,52.0,36.0,62.0,Buy,2026-05-30T12:35:17.805760+00:00,29.5,1.56,18.91,7.0,26.0,0.59,,,22.0,0.39
BAC,Bank of America,2018,49.5,52.0,36.0,62.0,Buy,2026-05-30T12:35:17.805760+00:00,24.6,2.61,9.43,11.5,28.0,0.58,,,24.5,0.54
BAC,Bank of America,2019,49.5,52.0,36.0,62.0,Buy,2026-05-30T12:35:17.805760+00:00,35.2,2.75,12.8,12.0,30.0,0.57,,,25.0,0.72
BAC,Bank of America,2020,49.5,52.0,36.0,62.0,Buy,2026-05-30T12:35:17.805760+00:00,30.3,1.87,16.2,8.0,31.5,0.58,,,23.5,0.72
BAC,Bank of America,2021,49.5,52.0,36.0,62.0,Buy,2026-05-30T12:35:17.805760+00:00,43.1,3.57,12.07,14.0,33.5,0.57,,,27.0,0.84
BAC,Bank of America,2022,49.5,52.0,36.0,62.0,Buy,2026-05-30T12:35:17.805760+00:00,33.2,3.19,10.41,10.5,34.0,0.57,,,28.5,1.02
BAC,Bank of America,2023,49.5,52.0,36.0,62.0,Buy,2026-05-30T12:35:17.805760+00:00,33.2,2.84,11.69,9.0,35.5,0.57,,,28.5,1.02
BAC,Bank of America,2024,49.5,52.0,36.0,62.0,Buy,2026-05-30T12:35:17.805760+00:00,44.1,3.21,13.74,10.0,36.5,0.56,,,27.0,1.02
BAC,Bank of America,2025,49.5,52.0,36.0,62.0,Buy,2026-05-30T12:35:17.805760+00:00,47.2,3.81,12.39,11.5,38.0,0.56,,,29.0,1.04
BKNG,Booking Holdings Inc.,2015,4012.0,4413.0,3200.0,5500.0,Buy,2026-05-30T12:35:40.950775+00:00,1218.0,50.5,24.12,35.0,130.0,,68.0,65.0,253.0,0.0
BKNG,Booking Holdings Inc.,2016,4012.0,4413.0,3200.0,5500.0,Buy,2026-05-30T12:35:40.950775+00:00,1463.0,69.1,21.17,40.0,150.0,,85.0,82.0,291.0,0.0
BKNG,Booking Holdings Inc.,2017,4012.0,4413.0,3200.0,5500.0,Buy,2026-05-30T12:35:40.950775+00:00,1930.0,93.0,20.75,40.0,178.0,,105.0,101.0,365.0,0.0
BKNG,Booking Holdings Inc.,2018,4012.0,4413.0,3200.0,5500.0,Buy,2026-05-30T12:35:40.950775+00:00,1940.0,103.2,18.8,42.0,170.0,,120.0,116.0,418.0,0.0
BKNG,Booking Holdings Inc.,2019,4012.0,4413.0,3200.0,5500.0,Buy,2026-05-30T12:35:40.950775+00:00,2096.0,112.7,18.6,46.0,140.0,,132.0,127.0,478.0,0.0
BKNG,Booking Holdings Inc.,2020,4012.0,4413.0,3200.0,5500.0,Buy,2026-05-30T12:35:40.950775+00:00,2382.0,-26.3,-90.57,,82.0,,8.0,5.0,177.0,0.0
BKNG,Booking Holdings Inc.,2021,4012.0,4413.0,3200.0,5500.0,Buy,2026-05-30T12:35:40.950775+00:00,2800.0,55.0,50.91,28.0,100.0,,95.0,91.0,300.0,0.0
BKNG,Booking Holdings Inc.,2022,4012.0,4413.0,3200.0,5500.0,Buy,2026-05-30T12:35:40.950775+00:00,2450.0,118.6,20.66,55.0,108.0,,155.0,150.0,467.0,0.0
BKNG,Booking Holdings Inc.,2023,4012.0,4413.0,3200.0,5500.0,Buy,2026-05-30T12:35:40.950775+00:00,3590.0,172.7,20.79,62.0,114.0,,185.0,180.0,650.0,0.0
BKNG,Booking Holdings Inc.,2024,4012.0,4413.0,3200.0,5500.0,Buy,2026-05-30T12:35:40.950775+00:00,4775.0,172.7,27.65,68.0,98.0,,210.0,205.0,780.0,0.0
BKNG,Booking Holdings Inc.,2025,4012.0,4413.0,3200.0,5500.0,Buy,2026-05-30T12:35:40.950775+00:00,4100.0,165.0,24.85,55.0,95.0,,200.0,195.0,820.0,0.0
BLK,BlackRock,2015,1087.0,1254.0,1059.0,1393.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,325.0,22.89,14.2,12.0,186.0,0.44,26.0,22.0,126.0,7.72
BLK,BlackRock,2016,1087.0,1254.0,1059.0,1393.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,340.5,22.17,15.36,12.0,196.0,0.44,25.0,21.0,126.0,9.16
BLK,BlackRock,2017,1087.0,1254.0,1059.0,1393.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,511.1,22.6,22.62,13.5,208.0,0.46,27.0,23.0,137.0,10.0
BLK,BlackRock,2018,1087.0,1254.0,1059.0,1393.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,432.0,26.93,16.04,15.0,212.0,0.46,32.0,27.5,140.0,12.02
BLK,BlackRock,2019,1087.0,1254.0,1059.0,1393.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,503.1,28.0,17.97,14.5,228.0,0.47,34.5,30.0,155.0,13.2
BLK,BlackRock,2020,1087.0,1254.0,1059.0,1393.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,667.7,31.94,20.9,14.0,250.0,0.47,38.5,34.0,175.0,14.52
BLK,BlackRock,2021,1087.0,1254.0,1059.0,1393.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,879.0,47.24,18.61,17.5,275.0,0.48,55.0,50.0,215.0,16.52
BLK,BlackRock,2022,1087.0,1254.0,1059.0,1393.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,596.0,38.52,15.47,12.0,282.0,0.48,40.0,35.5,209.0,19.52
BLK,BlackRock,2023,1087.0,1254.0,1059.0,1393.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,810.0,38.32,21.14,12.0,280.0,0.49,43.0,38.5,210.0,20.4
BLK,BlackRock,2024,1087.0,1254.0,1059.0,1393.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,979.0,41.95,23.34,12.5,295.0,0.55,48.0,43.0,222.0,20.7
BLK,BlackRock,2025,1087.0,1254.0,1059.0,1393.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,950.0,35.31,26.9,9.5,295.0,0.57,44.0,39.0,268.0,21.84
BRK,Berkshire Hathaway B,2015,483.0,530.0,440.0,620.0,Buy,2026-05-30T12:35:17.805760+00:00,133.0,8.41,15.81,7.0,91.2,0.37,14.0,11.5,165.0,0.0
BRK,Berkshire Hathaway B,2016,483.0,530.0,440.0,620.0,Buy,2026-05-30T12:35:17.805760+00:00,162.0,10.65,15.21,8.5,99.0,0.37,15.5,13.0,175.0,0.0
BRK,Berkshire Hathaway B,2017,483.0,530.0,440.0,620.0,Buy,2026-05-30T12:35:17.805760+00:00,199.0,12.2,16.31,9.0,107.0,0.37,17.0,14.0,185.0,0.0
BRK,Berkshire Hathaway B,2018,483.0,530.0,440.0,620.0,Buy,2026-05-30T12:35:17.805760+00:00,200.0,14.74,13.57,10.5,122.0,0.36,20.5,17.5,210.0,0.0
BRK,Berkshire Hathaway B,2019,483.0,530.0,440.0,620.0,Buy,2026-05-30T12:35:17.805760+00:00,220.0,13.97,15.75,9.5,135.0,0.37,22.0,18.5,225.0,0.0
BRK,Berkshire Hathaway B,2020,483.0,530.0,440.0,620.0,Buy,2026-05-30T12:35:17.805760+00:00,232.0,13.0,17.85,9.0,144.0,0.37,21.0,17.5,218.0,0.0
BRK,Berkshire Hathaway B,2021,483.0,530.0,440.0,620.0,Buy,2026-05-30T12:35:17.805760+00:00,293.0,27.46,10.67,17.5,168.0,0.36,29.0,25.0,245.0,0.0
BRK,Berkshire Hathaway B,2022,483.0,530.0,440.0,620.0,Buy,2026-05-30T12:35:17.805760+00:00,299.0,18.31,16.33,11.0,185.0,0.36,28.5,24.5,265.0,0.0
BRK,Berkshire Hathaway B,2023,483.0,530.0,440.0,620.0,Buy,2026-05-30T12:35:17.805760+00:00,349.0,23.69,14.73,15.0,213.0,0.35,31.0,26.5,285.0,0.0
BRK,Berkshire Hathaway B,2024,483.0,530.0,440.0,620.0,Buy,2026-05-30T12:35:17.805760+00:00,453.0,41.24,10.98,13.5,243.0,0.35,35.5,30.5,305.0,0.0
BRK,Berkshire Hathaway B,2025,483.0,530.0,440.0,620.0,Buy,2026-05-30T12:35:17.805760+00:00,520.0,31.02,16.76,10.5,261.0,0.34,33.5,28.5,315.0,0.0
CAT,Caterpillar,2015,897.45,955.0,575.0,1165.0,Buy,2026-05-30T12:35:17.805760+00:00,67.9,4.18,16.24,33.0,12.5,0.43,8.0,5.0,51.0,3.01
CAT,Caterpillar,2016,897.45,955.0,575.0,1165.0,Buy,2026-05-30T12:35:17.805760+00:00,92.0,3.42,26.9,26.0,12.0,0.44,6.0,4.0,44.5,3.01
CAT,Caterpillar,2017,897.45,955.0,575.0,1165.0,Buy,2026-05-30T12:35:17.805760+00:00,159.4,1.26,126.51,8.0,14.5,0.46,6.5,4.5,45.5,3.11
CAT,Caterpillar,2018,897.45,955.0,575.0,1165.0,Buy,2026-05-30T12:35:17.805760+00:00,127.5,10.26,12.43,80.0,12.0,0.48,10.5,7.5,56.0,3.44
CAT,Caterpillar,2019,897.45,955.0,575.0,1165.0,Buy,2026-05-30T12:35:17.805760+00:00,147.8,10.74,13.76,95.0,11.0,0.5,12.0,9.0,54.0,4.0
CAT,Caterpillar,2020,897.45,955.0,575.0,1165.0,Buy,2026-05-30T12:35:17.805760+00:00,179.0,5.46,32.78,42.0,13.0,0.52,8.0,5.5,46.5,4.12
CAT,Caterpillar,2021,897.45,955.0,575.0,1165.0,Buy,2026-05-30T12:35:17.805760+00:00,208.3,10.33,20.16,78.0,13.5,0.54,13.0,9.5,56.5,4.12
CAT,Caterpillar,2022,897.45,955.0,575.0,1165.0,Buy,2026-05-30T12:35:17.805760+00:00,236.0,12.64,18.67,92.0,14.0,0.55,16.0,12.5,65.0,4.44
CAT,Caterpillar,2023,897.45,955.0,575.0,1165.0,Buy,2026-05-30T12:35:17.805760+00:00,273.9,20.12,13.61,130.0,15.5,0.56,21.0,17.0,69.0,4.92
CAT,Caterpillar,2024,897.45,955.0,575.0,1165.0,Buy,2026-05-30T12:35:17.805760+00:00,363.0,22.05,16.46,145.0,17.0,0.57,22.0,18.0,65.0,5.2
CAT,Caterpillar,2025,897.45,955.0,575.0,1165.0,Buy,2026-05-30T12:35:17.805760+00:00,897.5,18.81,47.71,120.0,16.0,0.58,22.5,19.0,68.0,5.46
CCI,Crown Castle,2015,90.0,107.42,84.0,125.0,Buy,2026-05-30T12:35:17.805760+00:00,88.0,2.0,44.0,6.0,28.0,0.62,7.5,4.0,28.0,3.42
CCI,Crown Castle,2016,90.0,107.42,84.0,125.0,Buy,2026-05-30T12:35:17.805760+00:00,82.0,2.5,32.8,7.0,32.0,0.62,8.5,5.0,32.0,4.0
CCI,Crown Castle,2017,90.0,107.42,84.0,125.0,Buy,2026-05-30T12:35:17.805760+00:00,98.0,3.0,32.67,8.0,35.0,0.64,9.5,6.0,35.0,4.16
CCI,Crown Castle,2018,90.0,107.42,84.0,125.0,Buy,2026-05-30T12:35:17.805760+00:00,99.0,2.2,45.0,5.5,38.0,0.66,10.0,6.5,38.0,4.5
CCI,Crown Castle,2019,90.0,107.42,84.0,125.0,Buy,2026-05-30T12:35:17.805760+00:00,140.0,3.4,41.18,8.0,40.0,0.68,11.0,7.0,42.0,4.8
CCI,Crown Castle,2020,90.0,107.42,84.0,125.0,Buy,2026-05-30T12:35:17.805760+00:00,148.0,3.9,37.95,8.5,45.0,0.68,11.5,7.5,45.0,5.32
CCI,Crown Castle,2021,90.0,107.42,84.0,125.0,Buy,2026-05-30T12:35:17.805760+00:00,187.0,3.2,58.44,6.0,50.0,0.7,12.0,7.5,47.0,5.88
CCI,Crown Castle,2022,90.0,107.42,84.0,125.0,Buy,2026-05-30T12:35:17.805760+00:00,131.0,3.1,42.26,5.5,52.0,0.72,12.5,7.0,48.0,6.26
CCI,Crown Castle,2023,90.0,107.42,84.0,125.0,Buy,2026-05-30T12:35:17.805760+00:00,105.0,3.6,29.17,6.5,54.0,0.72,12.0,6.5,46.0,6.26
CCI,Crown Castle,2024,90.0,107.42,84.0,125.0,Buy,2026-05-30T12:35:17.805760+00:00,92.0,2.68,34.33,4.5,56.0,0.72,11.5,6.0,44.0,6.26
CCI,Crown Castle,2025,90.0,107.42,84.0,125.0,Buy,2026-05-30T12:35:17.805760+00:00,95.0,2.52,37.7,4.0,58.0,0.72,11.0,5.5,42.0,4.25
CCJ,Cameco Corporation,2019,52.5,68.0,44.0,85.0,Buy,2026-05-30T12:35:17.805760+00:00,10.2,0.22,46.36,,,,0.6,0.3,1.32,0.08
CCJ,Cameco Corporation,2020,52.5,68.0,44.0,85.0,Buy,2026-05-30T12:35:17.805760+00:00,10.5,0.01,1050.0,,,,0.4,0.1,1.16,0.08
CCJ,Cameco Corporation,2021,52.5,68.0,44.0,85.0,Buy,2026-05-30T12:35:17.805760+00:00,18.8,0.02,940.0,,,,0.65,0.35,1.54,0.08
CCJ,Cameco Corporation,2022,52.5,68.0,44.0,85.0,Buy,2026-05-30T12:35:17.805760+00:00,24.7,0.38,65.0,,,,0.95,0.65,1.85,0.09
CCJ,Cameco Corporation,2023,52.5,68.0,44.0,85.0,Buy,2026-05-30T12:35:17.805760+00:00,44.2,0.76,58.16,,,,1.5,1.1,2.35,0.12
CCJ,Cameco Corporation,2024,52.5,68.0,44.0,85.0,Buy,2026-05-30T12:35:17.805760+00:00,48.5,1.1,44.09,,,,2.1,1.6,2.85,0.12
CCJ,Cameco Corporation,2025,52.5,68.0,44.0,85.0,Buy,2026-05-30T12:35:17.805760+00:00,52.5,1.45,36.21,,,,2.8,2.2,3.2,0.14
CEG,Constellation Energy,2019,294.0,365.73,272.0,441.0,Buy,2026-05-30T12:35:17.805760+00:00,,,,,,,,,,0.0
CEG,Constellation Energy,2020,294.0,365.73,272.0,441.0,Buy,2026-05-30T12:35:17.805760+00:00,,,,,,,,,,0.0
CEG,Constellation Energy,2021,294.0,365.73,272.0,441.0,Buy,2026-05-30T12:35:17.805760+00:00,,2.84,,,,,5.6,3.8,19.6,0.0
CEG,Constellation Energy,2022,294.0,365.73,272.0,441.0,Buy,2026-05-30T12:35:17.805760+00:00,60.0,3.6,16.67,,,,7.2,5.4,22.0,0.6
CEG,Constellation Energy,2023,294.0,365.73,272.0,441.0,Buy,2026-05-30T12:35:17.805760+00:00,198.0,5.4,36.67,,,,9.0,7.0,23.5,0.84
CEG,Constellation Energy,2024,294.0,365.73,272.0,441.0,Buy,2026-05-30T12:35:17.805760+00:00,243.3,8.2,29.67,,,,10.5,8.8,24.8,1.04
CEG,Constellation Energy,2025,294.0,365.73,272.0,441.0,Buy,2026-05-30T12:35:17.805760+00:00,294.0,10.1,29.11,,,,12.2,10.2,26.0,1.41
CHTR,Charter Comm.,2015,236.62,252.09,170.0,435.0,Hold,2026-05-30T12:35:17.805760+00:00,180.0,-1.15,-156.52,,-12.0,0.65,18.0,2.5,118.0,0.0
CHTR,Charter Comm.,2016,236.62,252.09,170.0,435.0,Hold,2026-05-30T12:35:17.805760+00:00,288.0,-4.25,-67.76,,-25.0,0.7,22.0,5.0,155.0,0.0
CHTR,Charter Comm.,2017,236.62,252.09,170.0,435.0,Hold,2026-05-30T12:35:17.805760+00:00,315.0,6.3,50.0,4.5,30.0,0.65,38.0,12.0,245.0,0.0
CHTR,Charter Comm.,2018,236.62,252.09,170.0,435.0,Hold,2026-05-30T12:35:17.805760+00:00,290.0,22.2,13.06,12.0,67.0,0.65,58.0,25.0,320.0,0.0
CHTR,Charter Comm.,2019,236.62,252.09,170.0,435.0,Hold,2026-05-30T12:35:17.805760+00:00,472.5,23.2,20.37,10.5,91.0,0.65,70.0,32.0,370.0,0.0
CHTR,Charter Comm.,2020,236.62,252.09,170.0,435.0,Hold,2026-05-30T12:35:17.805760+00:00,631.0,25.0,25.24,9.5,125.0,0.65,90.0,45.0,440.0,0.0
CHTR,Charter Comm.,2021,236.62,252.09,170.0,435.0,Hold,2026-05-30T12:35:17.805760+00:00,771.6,39.6,19.48,12.5,230.0,0.68,120.0,50.0,520.0,0.0
CHTR,Charter Comm.,2022,236.62,252.09,170.0,435.0,Hold,2026-05-30T12:35:17.805760+00:00,383.0,27.6,13.88,8.5,185.0,0.7,120.0,30.0,570.0,0.0
CHTR,Charter Comm.,2023,236.62,252.09,170.0,435.0,Hold,2026-05-30T12:35:17.805760+00:00,425.0,27.8,15.29,8.5,200.0,0.72,115.0,25.0,590.0,0.0
CHTR,Charter Comm.,2024,236.62,252.09,170.0,435.0,Hold,2026-05-30T12:35:17.805760+00:00,368.0,25.3,14.55,7.8,195.0,0.75,105.0,22.0,600.0,0.0
CHTR,Charter Comm.,2025,236.62,252.09,170.0,435.0,Hold,2026-05-30T12:35:17.805760+00:00,370.0,36.21,10.22,9.5,210.0,0.75,108.0,24.0,615.0,0.0
CL,Colgate-Palmolive,2015,89.0,92.0,72.0,120.0,Hold,2026-05-30T12:35:17.805760+00:00,68.5,1.57,43.63,,-0.4,0.57,3.0,2.4,13.5,1.52
CL,Colgate-Palmolive,2016,89.0,92.0,72.0,120.0,Hold,2026-05-30T12:35:17.805760+00:00,66.5,1.46,45.55,,-0.5,0.58,3.0,2.4,13.0,1.56
CL,Colgate-Palmolive,2017,89.0,92.0,72.0,120.0,Hold,2026-05-30T12:35:17.805760+00:00,74.0,1.38,53.62,,-0.9,0.62,2.8,2.2,12.5,1.6
CL,Colgate-Palmolive,2018,89.0,92.0,72.0,120.0,Hold,2026-05-30T12:35:17.805760+00:00,61.5,1.43,43.01,,-0.6,0.66,3.0,2.4,12.5,1.66
CL,Colgate-Palmolive,2019,89.0,92.0,72.0,120.0,Hold,2026-05-30T12:35:17.805760+00:00,70.0,1.7,41.18,,-0.5,0.68,3.2,2.6,13.0,1.72
CL,Colgate-Palmolive,2020,89.0,92.0,72.0,120.0,Hold,2026-05-30T12:35:17.805760+00:00,87.0,2.0,43.5,,0.2,0.67,4.0,3.3,14.0,1.76
CL,Colgate-Palmolive,2021,89.0,92.0,72.0,120.0,Hold,2026-05-30T12:35:17.805760+00:00,81.5,2.22,36.71,,0.5,0.68,3.8,3.0,14.5,1.8
CL,Colgate-Palmolive,2022,89.0,92.0,72.0,120.0,Hold,2026-05-30T12:35:17.805760+00:00,77.0,1.77,43.5,,0.1,0.72,3.4,2.6,15.5,1.86
CL,Colgate-Palmolive,2023,89.0,92.0,72.0,120.0,Hold,2026-05-30T12:35:17.805760+00:00,77.0,2.48,31.05,,0.3,0.74,4.0,3.2,16.0,1.94
CL,Colgate-Palmolive,2024,89.0,92.0,72.0,120.0,Hold,2026-05-30T12:35:17.805760+00:00,96.0,3.52,27.27,,0.6,0.72,4.5,3.6,16.5,2.04
CL,Colgate-Palmolive,2025,89.0,92.0,72.0,120.0,Hold,2026-05-30T12:35:17.805760+00:00,88.0,2.63,33.46,,-0.2,0.73,4.3,3.5,17.0,2.12
CMCSA,Comcast,2015,27.89,38.34,28.0,55.0,Hold,2026-05-30T12:35:17.805760+00:00,58.8,1.3,45.23,18.0,7.0,0.43,4.6,2.4,23.0,0.55
CMCSA,Comcast,2016,27.89,38.34,28.0,55.0,Hold,2026-05-30T12:35:17.805760+00:00,66.0,1.56,42.31,18.5,8.5,0.44,5.0,2.7,24.5,0.63
CMCSA,Comcast,2017,27.89,38.34,28.0,55.0,Hold,2026-05-30T12:35:17.805760+00:00,41.0,1.73,23.7,18.5,9.0,0.44,5.5,2.8,25.5,0.73
CMCSA,Comcast,2018,27.89,38.34,28.0,55.0,Hold,2026-05-30T12:35:17.805760+00:00,38.0,2.7,14.07,24.5,11.0,0.54,6.5,3.1,28.0,0.84
CMCSA,Comcast,2019,27.89,38.34,28.0,55.0,Hold,2026-05-30T12:35:17.805760+00:00,48.5,2.83,17.14,22.0,12.5,0.55,7.0,3.7,30.0,0.98
CMCSA,Comcast,2020,27.89,38.34,28.0,55.0,Hold,2026-05-30T12:35:17.805760+00:00,47.7,2.55,18.71,18.5,13.8,0.55,7.2,4.5,30.5,0.92
CMCSA,Comcast,2021,27.89,38.34,28.0,55.0,Hold,2026-05-30T12:35:17.805760+00:00,51.0,3.43,14.87,18.5,18.0,0.55,8.0,4.8,35.0,1.0
CMCSA,Comcast,2022,27.89,38.34,28.0,55.0,Hold,2026-05-30T12:35:17.805760+00:00,36.2,3.25,11.14,17.0,19.0,0.57,8.5,4.2,38.5,1.08
CMCSA,Comcast,2023,27.89,38.34,28.0,55.0,Hold,2026-05-30T12:35:17.805760+00:00,43.0,3.46,12.43,17.5,20.0,0.58,8.8,4.6,40.0,1.16
CMCSA,Comcast,2024,27.89,38.34,28.0,55.0,Hold,2026-05-30T12:35:17.805760+00:00,39.5,4.14,9.54,18.0,20.5,0.59,9.3,4.8,41.0,1.24
CMCSA,Comcast,2025,27.89,38.34,28.0,55.0,Hold,2026-05-30T12:35:17.805760+00:00,28.5,5.39,5.29,20.1,27.37,0.58,9.72,4.6,30.95,1.32
COP,ConocoPhillips,2015,121.77,142.1,98.0,175.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,49.1,-3.58,-13.72,,36.0,0.28,4.5,0.5,30.0,2.94
COP,ConocoPhillips,2016,121.77,142.1,98.0,175.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,49.1,-3.63,-13.53,,30.5,0.29,2.0,-0.5,20.0,0.97
COP,ConocoPhillips,2017,121.77,142.1,98.0,175.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,55.3,3.55,15.58,9.0,31.0,0.26,6.0,2.5,26.5,1.06
COP,ConocoPhillips,2018,121.77,142.1,98.0,175.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,72.0,5.75,12.52,14.5,36.0,0.24,9.5,6.0,37.5,1.37
COP,ConocoPhillips,2019,121.77,142.1,98.0,175.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,63.9,5.29,12.08,13.0,37.5,0.24,8.5,5.5,33.0,1.7
COP,ConocoPhillips,2020,121.77,142.1,98.0,175.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,38.1,-1.09,-34.95,-3.0,33.5,0.28,3.5,0.5,18.5,1.72
COP,ConocoPhillips,2021,121.77,142.1,98.0,175.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,73.3,6.54,11.21,16.0,36.0,0.26,10.0,6.5,33.0,1.84
COP,ConocoPhillips,2022,121.77,142.1,98.0,175.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,123.4,13.92,8.86,32.0,43.5,0.22,17.0,12.0,55.0,2.39
COP,ConocoPhillips,2023,121.77,142.1,98.0,175.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,118.6,8.95,13.25,20.0,46.0,0.22,12.0,8.0,41.5,2.62
COP,ConocoPhillips,2024,121.77,142.1,98.0,175.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,105.4,7.81,13.5,17.5,47.0,0.24,11.5,7.5,38.5,3.24
COP,ConocoPhillips,2025,121.77,142.1,98.0,175.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,106.0,6.35,16.69,13.0,49.0,0.24,9.5,6.0,33.5,3.48
COPX,Global X Copper Miners ETF,2019,47.8,,,,Commodity ETF,2026-05-30T12:35:17.805760+00:00,22.0,,,,,,,,,
COPX,Global X Copper Miners ETF,2020,47.8,,,,Commodity ETF,2026-05-30T12:35:17.805760+00:00,27.5,,,,,,,,,
COPX,Global X Copper Miners ETF,2021,47.8,,,,Commodity ETF,2026-05-30T12:35:17.805760+00:00,44.0,,,,,,,,,
COPX,Global X Copper Miners ETF,2022,47.8,,,,Commodity ETF,2026-05-30T12:35:17.805760+00:00,29.0,,,,,,,,,
COPX,Global X Copper Miners ETF,2023,47.8,,,,Commodity ETF,2026-05-30T12:35:17.805760+00:00,36.5,,,,,,,,,
COPX,Global X Copper Miners ETF,2024,47.8,,,,Commodity ETF,2026-05-30T12:35:17.805760+00:00,33.8,,,,,,,,,
COPX,Global X Copper Miners ETF,2025,47.8,,,,Commodity ETF,2026-05-30T12:35:17.805760+00:00,47.8,,,,,,,,,
COST,Costco,2015,1076.0,1106.0,900.0,1350.0,Buy,2026-05-30T12:35:17.805760+00:00,163.0,4.65,35.05,22.0,22.0,0.34,15.5,10.5,430.0,5.36
COST,Costco,2016,1076.0,1106.0,900.0,1350.0,Buy,2026-05-30T12:35:17.805760+00:00,165.0,4.97,33.2,21.5,24.0,0.34,16.5,11.5,435.0,5.72
COST,Costco,2017,1076.0,1106.0,900.0,1350.0,Buy,2026-05-30T12:35:17.805760+00:00,188.0,6.08,30.92,24.0,25.5,0.35,18.0,12.5,450.0,6.08
COST,Costco,2018,1076.0,1106.0,900.0,1350.0,Buy,2026-05-30T12:35:17.805760+00:00,226.0,7.09,31.88,26.5,26.5,0.35,19.5,14.0,483.0,6.44
COST,Costco,2019,1076.0,1106.0,900.0,1350.0,Buy,2026-05-30T12:35:17.805760+00:00,306.0,8.26,37.05,29.0,28.0,0.34,21.0,15.5,522.0,6.8
COST,Costco,2020,1076.0,1106.0,900.0,1350.0,Buy,2026-05-30T12:35:17.805760+00:00,383.0,9.02,42.46,29.5,30.0,0.36,22.5,16.5,542.0,7.04
